Scotland's Census 2022 - National Records of Scotland
Table UV202 - National Identity
All people

,"All people","Scottish identity only","British identity only","Scottish and British identities only","Scottish and any other identities","English identity only","Any other combination of UK identities (UK only)","Other identity only (1)","Other identity and at least one UK identity"
"S00172327",74,63,7,3,-,-,-,1,-
"S00172328",115,67,18,17,-,3,3,1,2
"S00172329",89,73,11,3,-,1,1,-,-
"S00172330",97,74,6,3,2,-,2,6,-
"S00172331",114,86,7,4,1,11,-,5,-
"S00172332",103,75,13,3,1,-,2,8,1
"S00172333",102,59,18,6,4,-,-,14,-
"S00172334",136,108,18,3,-,3,-,4,-
"S00172335",97,66,13,9,-,3,4,10,-
"S00172336",131,106,8,7,-,2,-,12,-
"S00172337",76,47,10,5,2,3,-,10,-
"S00172338",97,44,19,2,6,2,2,21,-
"S00172339",130,90,17,-,2,6,-,15,-
"S00172340",88,67,15,7,-,-,-,3,-
"S00172341",75,41,4,1,2,1,4,22,-
"S00172342",92,66,8,8,-,-,-,10,-
"S00172343",99,48,12,7,1,-,-,25,-
"S00172344",64,42,6,6,-,1,-,9,-
"S00172345",174,107,26,16,1,-,4,17,1
"S00172346",97,76,7,6,-,3,-,6,-
"S00172347",112,73,17,11,2,-,-,8,1
"S00172348",96,76,3,3,-,1,-,14,-
"S00172349",108,81,10,20,-,-,-,1,-
"S00172350",134,70,28,21,1,1,6,6,-
"S00172351",71,53,11,3,-,-,-,1,-
"S00172352",99,60,5,8,1,2,2,11,3
"S00172353",83,54,10,8,2,-,2,7,-
"S00172354",121,82,22,10,1,-,-,5,-
"S00172355",114,76,4,11,4,-,1,15,-
"S00172356",100,68,17,10,-,3,-,2,-
"S00172357",176,131,24,15,1,2,-,3,-
"S00172358",90,60,9,2,3,2,-,15,-
"S00172359",72,35,10,6,3,-,-,13,-
"S00172360",201,139,34,12,5,4,-,3,-
"S00172361",61,37,17,4,-,2,-,-,-
"S00172362",123,89,10,5,7,3,-,10,-
"S00172363",179,102,28,21,4,2,4,19,-
"S00172364",109,65,19,7,2,3,1,13,-
"S00172365",105,74,14,9,-,-,-,8,-
"S00172366",72,54,8,8,-,2,-,1,-
"S00172367",67,43,5,5,2,1,-,11,-
"S00172368",85,56,3,11,8,2,-,8,-
"S00172369",111,85,6,2,2,-,-,12,-
"S00172370",105,66,16,2,-,3,1,17,-
"S00172371",141,99,16,22,-,2,2,2,-
"S00172372",86,55,8,7,1,2,1,10,-
"S00172373",65,58,2,3,-,-,-,2,-
"S00172374",224,134,46,28,4,2,1,13,2
"S00172375",147,103,20,14,2,-,3,-,-
"S00172376",90,71,8,5,-,1,-,5,-
"S00172377",77,48,16,6,-,2,-,5,1
"S00172378",91,48,15,4,1,2,2,18,-
"S00172379",93,74,9,7,3,-,-,3,-
"S00172380",147,97,23,17,2,2,2,5,-
"S00172381",96,76,8,1,-,-,-,8,-
"S00172382",175,113,36,17,-,2,1,2,-
"S00172383",92,65,8,10,1,1,-,7,-
"S00172384",75,52,17,3,2,1,-,-,-
"S00172385",138,81,28,18,-,1,2,9,-
"S00172386",182,93,35,33,3,1,1,18,-
"S00172387",185,128,23,27,-,-,4,7,-
"S00172388",169,96,37,22,3,-,-,4,4
"S00172389",107,80,15,8,-,-,-,1,-
"S00172390",99,66,14,8,5,4,-,6,-
"S00172391",180,130,32,9,1,-,1,5,-
"S00172392",284,169,31,45,3,7,-,25,-
"S00172393",100,71,13,9,2,-,-,5,-
"S00172394",148,112,27,6,-,-,1,1,1
"S00172395",88,66,11,6,1,-,-,3,-
"S00172396",269,176,36,42,-,3,4,4,1
"S00172397",223,166,19,30,4,-,1,1,-
"S00172398",91,67,10,10,-,-,-,-,-
"S00172399",77,50,13,10,-,1,-,3,-
"S00172400",102,80,16,4,-,1,-,2,-
"S00172401",88,63,14,7,1,1,-,2,-
"S00172402",177,140,13,6,1,3,-,15,-
"S00172403",106,87,7,9,2,-,-,1,-
"S00172404",89,58,15,2,-,6,4,2,-
"S00172405",113,90,13,8,2,1,-,-,-
"S00172406",110,61,27,11,3,-,-,10,-
"S00172407",192,127,33,22,4,1,1,7,-
"S00172408",107,83,10,1,-,1,-,12,-
"S00172409",81,66,5,2,-,-,1,6,-
"S00172410",81,41,29,3,2,-,-,5,-
"S00172411",154,115,10,23,3,2,1,-,-
"S00172412",191,122,48,17,2,1,-,3,-
"S00172413",91,62,18,9,-,2,-,-,-
"S00172414",95,70,15,6,-,2,1,-,-
"S00172415",133,70,26,31,1,3,-,-,-
"S00172416",124,109,12,1,1,1,-,4,-
"S00172417",125,82,18,20,1,-,3,-,-
"S00172418",116,73,12,12,5,10,2,1,1
"S00172419",128,80,19,14,5,-,-,7,-
"S00172420",121,74,23,14,-,1,3,-,-
"S00172421",108,54,25,15,-,3,-,3,-
"S00172422",205,110,36,41,6,3,6,4,-
"S00172423",84,62,8,4,1,1,-,9,6
"S00172424",166,103,30,21,1,-,1,6,4
"S00172425",86,58,5,5,2,3,-,14,-
"S00172426",175,106,20,29,1,4,5,9,-
"S00172427",100,62,19,10,2,5,-,2,-
"S00172428",111,70,17,18,-,-,-,6,-
"S00172429",161,128,8,9,1,2,1,8,-
"S00172430",131,84,25,14,3,1,-,3,-
"S00172431",103,65,10,4,2,2,3,19,-
"S00172432",126,83,17,6,-,1,2,16,-
"S00172433",150,106,16,21,4,-,-,2,-
"S00172434",178,119,22,10,10,2,2,14,-
"S00172435",104,79,7,4,-,2,-,11,1
"S00172436",157,109,21,17,2,2,2,2,2
"S00172437",159,106,24,24,-,3,-,2,-
"S00172438",128,95,17,10,-,2,1,3,-
"S00172439",108,84,5,16,2,-,1,-,-
"S00172440",128,98,7,19,-,-,1,3,-
"S00172441",120,74,27,8,2,1,2,2,1
"S00172442",114,85,10,6,5,-,2,6,-
"S00172443",97,57,16,16,-,-,1,2,-
"S00172444",86,54,13,15,3,-,-,2,-
"S00172445",141,95,28,13,2,3,3,2,-
"S00172446",83,52,16,17,-,-,-,-,1
"S00172447",112,83,12,3,3,-,3,9,-
"S00172448",82,52,20,8,-,-,-,1,-
"S00172449",150,93,32,21,-,1,2,4,-
"S00172450",122,76,19,24,-,2,1,-,-
"S00172451",230,153,38,30,2,2,4,6,-
"S00172452",175,131,18,3,10,-,3,9,-
"S00172453",144,104,26,6,4,-,2,-,-
"S00172454",107,68,15,11,3,-,-,2,3
"S00172455",112,68,22,12,-,2,-,4,-
"S00172456",136,105,18,12,-,-,-,-,-
"S00172457",66,37,19,10,-,1,2,-,-
"S00172458",103,70,14,5,3,1,1,10,-
"S00172459",67,40,15,4,3,1,-,2,-
"S00172460",158,110,33,10,3,1,-,-,1
"S00172461",77,60,14,-,-,-,1,-,2
"S00172462",151,116,16,8,-,-,1,6,-
"S00172463",98,68,10,2,1,1,-,13,-
"S00172464",61,51,4,6,1,-,-,-,-
"S00172465",135,87,17,20,3,2,1,2,-
"S00172466",110,73,13,15,-,-,1,5,1
"S00172467",122,78,22,16,-,3,-,1,-
"S00172468",105,69,15,10,3,5,2,2,-
"S00172469",103,81,16,7,-,-,-,1,-
"S00172470",86,53,13,13,1,-,-,4,-
"S00172471",115,75,18,16,-,-,3,1,1
"S00172472",92,56,15,15,-,4,-,1,-
"S00172473",86,60,6,10,3,4,-,5,-
"S00172474",129,75,21,24,2,2,3,4,-
"S00172475",67,53,4,1,4,-,-,7,-
"S00172476",87,56,17,10,-,2,-,3,-
"S00172477",187,90,41,53,-,4,2,2,-
"S00172478",108,81,14,4,-,2,1,7,-
"S00172479",105,85,10,5,-,-,4,2,-
"S00172480",73,43,11,8,2,2,2,5,-
"S00172481",73,47,12,6,-,-,2,8,-
"S00172482",98,63,13,19,-,1,-,2,-
"S00172483",92,62,12,6,5,-,2,9,-
"S00172484",93,67,11,11,1,1,3,-,-
"S00172485",86,61,17,2,-,-,1,4,3
"S00172486",70,45,15,-,-,3,-,9,-
"S00172487",100,81,11,-,5,4,1,1,-
"S00172488",84,42,28,10,-,2,1,2,-
"S00172489",80,69,4,3,-,-,-,-,4
"S00172490",197,116,49,17,2,6,3,4,-
"S00172491",226,128,45,36,1,-,3,10,-
"S00172492",69,47,14,6,-,2,-,2,-
"S00172493",94,71,8,13,1,-,2,3,-
"S00172494",116,91,14,3,3,1,1,3,-
"S00172495",100,71,14,7,-,1,-,-,-
"S00172496",252,168,40,36,2,5,-,2,-
"S00172497",121,79,20,12,-,-,-,8,1
"S00172498",205,136,27,30,3,3,3,1,2
"S00172499",87,56,13,5,-,-,-,8,-
"S00172500",71,52,9,3,2,1,-,4,-
"S00172501",65,39,20,4,-,1,1,-,-
"S00172502",114,69,33,11,1,-,-,-,-
"S00172503",70,51,12,5,-,-,-,8,-
"S00172504",84,48,13,18,2,-,-,4,-
"S00172505",64,38,15,10,-,-,-,1,-
"S00172506",173,123,24,18,2,3,1,2,-
"S00172507",78,59,14,8,-,-,-,-,-
"S00172508",121,85,14,7,4,5,-,8,-
"S00172509",112,77,13,8,4,-,-,8,-
"S00172510",131,85,25,20,1,-,-,1,-
"S00172511",98,77,5,10,2,1,1,2,-
"S00172512",72,58,8,4,1,-,3,-,-
"S00172513",141,98,22,14,1,-,2,4,-
"S00172514",150,87,32,25,1,1,-,4,-
"S00172515",155,97,25,23,-,-,1,9,-
"S00172516",144,105,15,20,2,2,-,-,-
"S00172517",79,65,12,2,3,-,1,1,-
"S00172518",143,74,32,27,3,3,2,1,2
"S00172519",97,73,13,8,-,1,-,-,-
"S00172520",132,87,12,24,6,-,-,6,-
"S00172521",57,44,4,11,-,-,-,1,-
"S00172522",101,64,20,13,2,-,1,3,4
"S00172523",143,85,29,21,1,4,-,3,-
"S00172524",124,92,8,8,5,2,-,4,1
"S00172525",89,74,6,7,-,-,-,2,-
"S00172526",115,89,13,10,-,1,-,2,-
"S00172527",87,63,15,7,3,3,-,2,-
"S00172528",93,53,21,17,-,2,-,-,-
"S00172529",81,48,16,16,-,-,-,-,-
"S00172530",85,67,11,5,2,-,-,-,-
"S00172531",70,48,13,6,2,-,-,1,-
"S00172532",61,42,16,3,-,-,-,1,-
"S00172533",112,66,33,10,2,-,-,1,-
"S00172534",154,108,19,16,5,-,-,-,-
"S00172535",82,61,9,4,-,-,-,10,-
"S00172536",96,66,19,13,2,-,2,-,-
"S00172537",109,80,15,12,-,-,-,2,-
"S00172538",134,90,20,12,-,4,2,4,1
"S00172539",121,96,13,9,-,1,1,5,-
"S00172540",64,41,15,7,-,-,1,-,-
"S00172541",106,64,21,13,1,-,-,5,-
"S00172542",99,55,10,28,1,-,1,3,-
"S00172543",146,115,19,7,-,-,-,3,-
"S00172544",78,52,8,5,1,-,-,9,1
"S00172545",96,76,7,8,2,-,-,1,-
"S00172546",82,56,11,8,-,2,-,-,-
"S00172547",125,64,30,19,2,5,5,-,-
"S00172548",129,108,5,9,-,-,-,3,-
"S00172549",95,66,22,7,1,1,2,-,-
"S00172550",128,91,16,19,4,1,-,2,-
"S00172551",110,85,11,6,-,1,2,5,-
"S00172552",106,72,12,11,1,7,-,3,-
"S00172553",157,100,25,25,-,1,-,4,-
"S00172554",94,71,14,7,1,-,1,-,-
"S00172555",90,67,12,7,4,-,1,-,-
"S00172556",81,51,19,7,1,-,-,3,-
"S00172557",130,93,15,17,-,-,4,-,-
"S00172558",71,53,9,9,-,2,-,1,-
"S00172559",170,98,31,32,-,1,2,1,-
"S00172560",106,79,7,6,3,5,1,3,-
"S00172561",153,92,33,15,2,-,2,6,-
"S00172562",177,92,50,16,5,5,3,5,-
"S00172563",101,60,20,14,-,7,-,-,-
"S00172564",174,110,40,24,-,2,-,-,-
"S00172565",142,87,29,19,-,3,-,-,-
"S00172566",123,76,27,15,-,2,1,2,-
"S00172567",87,57,11,6,2,-,1,12,-
"S00172568",148,104,25,14,2,1,2,1,-
"S00172569",133,90,17,15,3,-,-,7,-
"S00172570",142,97,12,6,3,3,2,17,-
"S00172571",137,67,33,32,3,2,-,-,-
"S00172572",86,66,7,2,2,1,1,1,1
"S00172573",133,73,27,20,2,6,2,2,-
"S00172574",115,71,23,7,-,1,3,7,1
"S00172575",104,50,27,22,-,3,1,1,-
"S00172576",88,42,31,7,3,1,-,3,1
"S00172577",135,107,5,5,-,2,1,10,-
"S00172578",135,79,37,12,1,1,1,3,-
"S00172579",231,156,28,29,1,2,2,11,-
"S00172580",144,105,19,10,3,-,-,2,-
"S00172581",110,89,2,12,2,-,-,5,-
"S00172582",162,87,40,19,3,6,2,3,-
"S00172583",92,67,10,11,-,-,-,6,-
"S00172584",95,60,10,11,8,-,2,8,-
"S00172585",105,82,10,6,2,1,2,3,-
"S00172586",93,58,14,8,2,1,-,6,-
"S00172587",109,84,11,5,-,2,1,5,-
"S00172588",93,60,16,13,2,-,-,2,-
"S00172589",141,98,16,16,6,-,-,5,-
"S00172590",159,104,16,15,1,1,3,19,-
"S00172591",62,40,15,5,1,-,1,-,-
"S00172592",109,88,10,6,-,1,-,7,-
"S00172593",115,87,14,3,-,2,-,4,4
"S00172594",94,72,9,8,-,1,-,4,-
"S00172595",184,122,18,26,7,1,-,13,-
"S00172596",67,47,17,3,-,-,-,-,-
"S00172597",155,83,34,32,6,-,2,2,-
"S00172598",77,53,7,13,2,-,2,4,-
"S00172599",89,53,21,7,4,3,-,-,-
"S00172600",113,67,9,27,-,1,1,8,-
"S00172601",103,73,14,6,-,-,-,7,-
"S00172602",85,66,10,6,-,1,-,1,-
"S00172603",139,85,24,17,3,5,3,4,-
"S00172604",129,87,12,6,10,-,-,10,-
"S00172605",136,69,41,14,-,3,8,3,-
"S00172606",270,199,29,29,1,2,-,5,-
"S00172607",78,60,7,6,3,2,-,-,-
"S00172608",90,68,6,6,2,-,2,3,-
"S00172609",101,83,8,7,-,1,-,3,-
"S00172610",124,83,13,5,7,3,1,14,-
"S00172611",75,54,6,7,4,-,-,6,-
"S00172612",82,65,4,10,-,-,-,1,-
"S00172613",83,66,8,5,4,1,-,-,-
"S00172614",141,119,2,8,5,1,-,8,1
"S00172615",84,66,10,7,-,-,-,1,-
"S00172616",70,53,11,5,-,-,-,-,1
"S00172617",183,143,16,14,-,2,-,12,1
"S00172618",74,62,4,5,-,1,-,3,-
"S00172619",171,108,11,3,6,8,-,33,1
"S00172620",83,68,5,4,1,-,-,5,-
"S00172621",162,115,13,5,8,3,4,12,-
"S00172622",161,99,33,11,1,-,2,11,-
"S00172623",122,62,10,1,3,2,1,41,2
"S00172624",154,73,51,19,-,2,1,8,-
"S00172625",126,90,11,7,2,-,-,16,-
"S00172626",74,46,8,10,-,-,-,6,-
"S00172627",175,129,23,18,5,-,-,5,-
"S00172628",113,72,6,8,8,2,-,21,-
"S00172629",74,62,6,1,4,3,-,-,-
"S00172630",128,91,18,7,4,2,-,6,-
"S00172631",81,60,8,7,1,1,-,3,2
"S00172632",128,94,19,4,1,2,-,7,-
"S00172633",132,93,14,16,3,-,-,1,-
"S00172634",96,35,36,19,-,3,1,1,-
"S00172635",201,153,16,5,8,1,1,16,1
"S00172636",124,76,12,19,2,4,-,17,-
"S00172637",140,115,15,2,1,1,1,2,-
"S00172638",86,46,10,5,3,2,1,21,1
"S00172639",93,81,2,2,-,3,-,5,-
"S00172640",103,38,38,22,2,1,1,-,-
"S00172641",145,111,13,15,-,-,-,2,-
"S00172642",134,112,8,6,-,-,1,6,1
"S00172643",122,71,25,17,-,3,5,2,-
"S00172644",161,111,17,14,8,-,-,7,-
"S00172645",78,49,10,11,2,-,-,4,-
"S00172646",134,85,23,14,2,1,2,8,-
"S00172647",134,83,35,9,-,2,3,1,1
"S00172648",120,40,40,29,2,1,1,3,1
"S00172649",133,99,18,6,1,1,-,5,-
"S00172650",97,64,17,5,3,1,-,7,-
"S00172651",98,80,8,2,-,1,1,5,1
"S00172652",92,75,5,6,-,1,-,4,-
"S00172653",129,108,14,3,3,-,1,1,-
"S00172654",99,79,9,2,1,1,-,8,-
"S00172655",58,44,7,5,-,1,-,2,-
"S00172656",136,88,19,15,2,2,-,17,-
"S00172657",96,62,9,4,-,-,-,19,-
"S00172658",125,83,11,21,1,3,-,7,-
"S00172659",95,74,5,7,3,1,-,5,-
"S00172660",150,101,21,19,3,3,-,3,-
"S00172661",165,117,26,15,-,2,4,2,-
"S00172662",66,53,11,1,-,-,-,2,-
"S00172663",80,56,11,9,-,-,-,4,-
"S00172664",105,79,12,12,1,2,1,1,-
"S00172665",69,59,4,1,1,2,1,1,-
"S00172666",177,121,18,25,-,6,-,5,4
"S00172667",92,74,5,3,3,-,-,4,-
"S00172668",162,93,40,16,1,4,2,-,-
"S00172669",65,45,17,3,-,-,2,2,-
"S00172670",212,164,12,30,-,3,1,1,-
"S00172671",71,57,4,2,-,1,-,10,-
"S00172672",83,55,5,6,-,-,-,13,-
"S00172673",103,83,11,6,-,-,-,2,-
"S00172674",85,63,7,2,1,-,-,14,-
"S00172675",63,49,7,3,2,-,-,2,-
"S00172676",87,63,7,5,5,-,1,3,-
"S00172677",91,63,9,16,-,2,-,-,-
"S00172678",104,47,20,31,3,1,-,3,-
"S00172679",74,60,4,5,-,2,1,1,-
"S00172680",176,94,58,18,-,-,3,4,-
"S00172681",90,62,8,12,1,2,3,1,-
"S00172682",131,103,9,10,-,3,-,9,1
"S00172683",101,63,5,8,5,1,1,10,6
"S00172684",63,44,4,5,1,2,-,7,-
"S00172685",71,36,17,13,-,2,2,2,-
"S00172686",161,126,19,6,2,3,-,2,-
"S00172687",85,61,12,8,5,-,-,5,-
"S00172688",109,91,5,7,2,2,-,3,-
"S00172689",127,90,11,4,1,3,-,19,-
"S00172690",169,113,27,19,1,2,-,-,-
"S00172691",75,69,-,3,2,1,-,1,-
"S00172692",143,94,14,22,3,2,1,3,1
"S00172693",92,70,9,9,-,-,-,3,-
"S00172694",109,75,7,13,5,-,-,9,-
"S00172695",74,49,10,9,3,-,-,-,-
"S00172696",146,121,14,-,-,-,-,10,-
"S00172697",115,90,12,13,-,2,-,-,-
"S00172698",148,89,12,7,-,1,-,38,1
"S00172699",90,33,7,4,5,4,4,32,-
"S00172700",174,140,11,12,2,1,-,12,4
"S00172701",89,71,2,7,9,1,-,2,-
"S00172702",122,97,15,4,-,1,-,1,-
"S00172703",67,52,6,7,1,-,-,2,-
"S00172704",112,89,12,4,-,4,1,-,-
"S00172705",135,108,12,14,3,-,-,-,-
"S00172706",154,124,18,14,-,-,-,3,-
"S00172707",128,91,21,10,3,2,1,2,-
"S00172708",90,74,6,12,-,-,-,-,-
"S00172709",81,56,5,5,-,1,-,12,2
"S00172710",93,75,7,8,-,2,-,-,-
"S00172711",110,78,12,11,-,-,1,4,-
"S00172712",144,111,16,17,-,2,-,-,-
"S00172713",92,86,4,4,-,-,-,1,-
"S00172714",129,90,29,7,1,2,-,-,-
"S00172715",131,100,11,13,2,-,4,2,-
"S00172716",100,64,9,4,2,-,2,21,-
"S00172717",100,73,15,11,-,2,-,-,-
"S00172718",219,121,42,34,9,6,2,4,-
"S00172719",98,81,14,1,-,1,1,-,-
"S00172720",118,79,28,11,1,-,-,1,-
"S00172721",143,119,9,5,-,2,-,8,-
"S00172722",153,94,16,11,8,1,1,21,2
"S00172723",70,42,17,8,1,-,-,-,-
"S00172724",73,56,5,2,5,1,-,5,1
"S00172725",123,80,11,11,4,2,-,18,-
"S00172726",90,63,15,10,-,-,-,3,-
"S00172727",78,59,3,2,-,-,1,14,-
"S00172728",183,134,18,6,1,3,-,22,-
"S00172729",89,67,4,4,3,-,2,11,-
"S00172730",126,92,16,13,-,-,-,5,-
"S00172731",67,55,4,3,1,-,2,2,-
"S00172732",99,76,7,1,6,4,-,4,-
"S00172733",80,54,16,10,-,-,-,-,-
"S00172734",98,70,8,5,1,-,3,8,-
"S00172735",75,63,3,2,-,2,-,2,-
"S00172736",130,112,10,6,1,1,1,1,-
"S00172737",122,93,6,1,5,2,-,14,2
"S00172738",65,54,5,3,-,-,-,-,-
"S00172739",121,101,7,2,4,4,-,6,-
"S00172740",78,57,12,4,2,-,1,-,-
"S00172741",68,50,11,2,2,-,-,2,-
"S00172742",120,56,28,24,7,1,-,5,-
"S00172743",71,61,3,4,1,-,-,2,-
"S00172744",134,98,13,6,-,2,-,16,2
"S00172745",87,67,10,6,3,2,-,3,-
"S00172746",103,73,9,8,-,-,-,13,-
"S00172747",81,54,9,8,4,1,-,6,-
"S00172748",156,115,17,9,-,3,3,8,-
"S00172749",140,96,26,11,-,3,1,1,1
"S00172750",70,49,8,4,1,-,2,11,-
"S00172751",119,98,11,9,-,-,-,1,-
"S00172752",87,62,5,5,3,3,-,9,-
"S00172753",123,84,10,10,5,2,-,13,-
"S00172754",95,80,10,2,1,-,-,1,-
"S00172755",113,81,18,10,1,-,2,1,-
"S00172756",144,89,28,24,-,1,1,4,-
"S00172757",61,33,11,6,1,1,1,5,2
"S00172758",130,75,9,8,1,2,1,27,4
"S00172759",75,67,3,8,-,-,-,2,-
"S00172760",78,55,12,6,-,-,-,3,-
"S00172761",103,80,6,7,-,-,-,7,-
"S00172762",71,66,3,2,-,-,-,-,-
"S00172763",70,53,7,8,1,-,-,-,-
"S00172764",132,85,22,17,5,-,1,2,-
"S00172765",107,81,10,4,-,5,-,6,-
"S00172766",141,118,11,5,1,-,-,4,-
"S00172767",130,104,9,17,2,-,-,2,-
"S00172768",114,85,12,12,1,1,-,1,-
"S00172769",101,93,2,2,1,-,-,3,-
"S00172770",159,126,15,7,-,3,1,7,-
"S00172771",117,98,9,5,2,-,-,3,-
"S00172772",88,67,2,5,-,-,1,14,-
"S00172773",115,95,7,5,2,1,2,4,-
"S00172774",75,56,12,3,-,-,3,1,-
"S00172775",87,68,7,6,-,-,-,9,-
"S00172776",93,60,14,10,1,-,1,1,-
"S00172777",102,49,23,26,-,1,2,1,-
"S00172778",133,109,11,2,2,3,-,6,-
"S00172779",65,52,5,4,1,-,-,4,-
"S00172780",93,68,12,5,-,1,-,6,-
"S00172781",106,75,6,13,3,-,-,10,-
"S00172782",82,65,10,4,2,-,-,1,-
"S00172783",113,64,19,19,3,2,1,4,-
"S00172784",165,131,20,10,-,2,4,-,-
"S00172785",100,80,8,7,1,-,1,2,-
"S00172786",136,105,22,3,-,1,-,4,-
"S00172787",122,59,32,21,2,4,2,3,-
"S00172788",87,45,12,5,1,4,-,22,-
"S00172789",126,76,26,18,1,3,-,2,-
"S00172790",78,55,10,2,4,-,-,7,-
"S00172791",126,65,23,33,2,2,1,-,-
"S00172792",71,45,10,6,6,1,1,4,-
"S00172793",130,91,17,17,-,1,-,4,-
"S00172794",126,99,11,6,2,1,-,10,-
"S00172795",61,43,3,2,-,1,-,13,-
"S00172796",123,92,15,3,1,5,1,5,-
"S00172797",92,76,8,4,1,-,-,2,1
"S00172798",88,55,18,8,2,2,2,4,-
"S00172799",91,54,13,17,3,2,-,1,-
"S00172800",109,89,9,1,-,2,2,1,-
"S00172801",65,49,11,5,-,-,-,-,-
"S00172802",79,45,16,11,-,-,-,-,-
"S00172803",87,58,13,3,-,-,-,9,-
"S00172804",86,54,6,4,-,3,4,17,-
"S00172805",112,87,4,12,2,5,-,5,-
"S00172806",123,89,13,13,1,-,1,2,1
"S00172807",74,63,4,6,-,-,1,-,-
"S00172808",148,129,8,6,-,-,1,8,-
"S00172809",134,101,12,6,-,1,-,9,1
"S00172810",92,78,10,1,-,-,-,3,-
"S00172811",150,116,14,14,4,-,-,1,-
"S00172812",101,64,9,23,-,-,1,-,-
"S00172813",143,91,25,25,2,2,-,2,-
"S00172814",61,43,6,6,-,-,-,5,-
"S00172815",131,77,29,19,2,-,-,3,-
"S00172816",113,92,5,2,2,-,-,12,-
"S00172817",86,58,7,7,7,-,1,5,-
"S00172818",216,145,35,21,2,4,4,3,-
"S00172819",77,62,8,7,-,-,-,-,-
"S00172820",125,86,9,8,6,-,-,16,-
"S00172821",107,74,16,10,-,2,1,2,-
"S00172822",150,110,16,15,1,4,-,4,-
"S00172823",88,73,6,4,1,3,4,2,1
"S00172824",109,66,24,15,-,3,-,4,1
"S00172825",139,104,15,2,3,-,1,12,-
"S00172826",172,113,26,15,3,7,1,7,-
"S00172827",163,108,20,22,4,1,1,5,-
"S00172828",288,111,11,5,6,34,14,97,7
"S00172829",98,84,7,2,1,1,2,-,-
"S00172830",71,38,6,6,1,-,1,16,1
"S00172831",95,64,15,11,-,-,-,4,1
"S00172832",121,81,16,8,3,-,1,10,2
"S00172833",117,95,5,6,4,-,1,8,-
"S00172834",89,58,8,7,1,-,-,10,-
"S00172835",91,55,14,5,3,4,-,8,2
"S00172836",143,101,9,9,4,2,-,13,1
"S00172837",97,85,5,3,2,-,2,-,-
"S00172838",85,59,17,11,-,-,-,3,-
"S00172839",107,74,10,7,1,1,4,7,-
"S00172840",145,134,2,4,1,1,-,4,-
"S00172841",106,92,8,5,-,3,1,-,-
"S00172842",126,90,16,2,3,-,-,13,-
"S00172843",114,89,10,6,4,1,1,4,-
"S00172844",112,88,3,8,5,-,2,4,-
"S00172845",152,109,28,12,2,-,1,-,-
"S00172846",179,110,28,28,7,1,1,6,-
"S00172847",147,118,16,7,-,-,-,6,-
"S00172848",109,67,13,13,2,3,-,12,-
"S00172849",121,81,14,5,2,2,-,17,3
"S00172850",73,51,10,12,-,2,-,1,-
"S00172851",89,63,5,6,-,2,-,13,-
"S00172852",122,73,10,3,1,5,2,24,1
"S00172853",81,61,8,6,1,1,1,1,3
"S00172854",90,41,7,9,7,-,-,22,-
"S00172855",63,48,3,2,-,-,-,3,-
"S00172856",88,60,9,4,-,1,-,18,-
"S00172857",92,61,6,1,5,2,2,15,-
"S00172858",127,78,5,9,7,7,4,15,3
"S00172859",61,49,6,1,-,-,-,5,-
"S00172860",101,94,1,2,2,-,1,2,-
"S00172861",126,97,11,15,1,1,2,1,-
"S00172862",112,71,12,4,6,-,-,19,-
"S00172863",119,100,5,-,1,-,-,13,-
"S00172864",73,52,8,4,-,-,-,6,-
"S00172865",158,99,30,20,4,-,2,-,-
"S00172866",103,56,23,12,10,1,-,1,-
"S00172867",126,52,13,22,5,1,1,31,-
"S00172868",134,82,7,7,4,1,1,23,-
"S00172869",77,52,13,1,2,-,1,10,-
"S00172870",117,86,12,2,6,1,-,12,-
"S00172871",144,98,34,7,2,-,-,3,-
"S00172872",81,54,3,5,1,1,-,15,-
"S00172873",103,68,16,10,4,3,3,8,-
"S00172874",113,70,9,2,2,4,-,24,-
"S00172875",73,53,1,12,-,1,-,4,-
"S00172876",107,72,3,10,5,1,-,16,-
"S00172877",103,66,20,14,-,-,-,4,-
"S00172878",60,34,8,3,7,1,-,9,-
"S00172879",67,52,6,7,1,-,3,1,-
"S00172880",95,61,15,11,1,2,-,5,-
"S00172881",142,95,19,7,2,-,1,17,1
"S00172882",121,88,16,5,-,3,1,9,1
"S00172883",148,104,8,5,2,3,1,21,2
"S00172884",104,82,4,7,4,1,3,5,-
"S00172885",78,52,4,11,3,3,-,4,-
"S00172886",161,108,20,5,11,1,1,19,4
"S00172887",95,71,4,2,2,2,-,13,-
"S00172888",150,90,31,16,-,6,2,5,-
"S00172889",121,86,6,3,4,3,5,12,4
"S00172890",96,64,10,5,-,7,2,7,-
"S00172891",73,54,5,7,1,-,-,11,-
"S00172892",151,90,31,24,4,2,-,-,-
"S00172893",230,183,18,18,6,2,-,6,-
"S00172894",74,45,3,2,-,1,1,21,-
"S00172895",76,61,2,3,1,-,-,7,-
"S00172896",102,72,11,8,1,2,2,1,-
"S00172897",133,103,14,8,-,-,1,9,-
"S00172898",116,71,6,10,2,4,4,14,-
"S00172899",110,65,16,9,5,5,-,9,-
"S00172900",128,97,9,19,-,1,-,2,-
"S00172901",148,107,12,-,7,1,1,19,1
"S00172902",146,83,29,30,1,-,-,2,-
"S00172903",149,106,34,5,-,-,-,3,-
"S00172904",67,43,6,10,2,1,1,5,-
